_DeltaTime,_ExactTime,_Date,_content_cmd,_content_data_rank_type,_content_data_list,_msg_type,
11456.03,22:45:38,2021.12.30,ONLINE_RANK_V2,gold-rank,[{'uid': 491302872, 'face': 'http://i0.hdslb.com/bfs/face/9005ecd2c3bb2c3a1c38645d08866377f4b5eca2.jpg', 'score': '337495', 'uname': '碧根果核桃碎我都要', 'rank': 1, 'guard_level': 1}, {'uid': 6587897, 'face': 'http://i2.hdslb.com/bfs/face/112d0ddb1ccc32dc3d41a4a19ab6b09b0193cf8e.jpg', 'score': '109695', 'uname': '北红豆', 'rank': 2, 'guard_level': 1}, {'uid': 26706249, 'face': 'http://i0.hdslb.com/bfs/face/f3f361286f52b2029c102dca40873b71977b42d5.jpg', 'score': '40001', 'uname': '是beng不是ben', 'rank': 3, 'guard_level': 2}, {'uid': 30383037, 'face': 'http://i0.hdslb.com/bfs/face/4a3e5fb8715a5334c66abf873d2682c587e04c97.jpg', 'score': '38175', 'uname': '万俟冬冬菌丝蘑菇', 'rank': 4, 'guard_level': 2}, {'uid': 13408902, 'face': 'http://i0.hdslb.com/bfs/face/c2e82eb9da5ce1ecb30ffb0fe265dee1c2df90e6.jpg', 'score': '38026', 'uname': '呢子米', 'rank': 5, 'guard_level': 2}, {'uid': 2703098, 'face': 'http://i2.hdslb.com/bfs/face/7355950e6a04a361b701cf4c1041d90c5146cdd1.jpg', 'score': '25005', 'uname': '南瓜54', 'rank': 6, 'guard_level': 1}, {'uid': 9658080, 'face': 'http://i0.hdslb.com/bfs/face/44c45b88d4ede76852ea6dfd15128664737104fb.jpg', 'score': '22985', 'uname': '野生月亮_', 'rank': 7, 'guard_level': 2}],other,
11467.52,22:45:50,2021.12.30,ONLINE_RANK_V2,gold-rank,[{'uid': 491302872, 'face': 'http://i0.hdslb.com/bfs/face/9005ecd2c3bb2c3a1c38645d08866377f4b5eca2.jpg', 'score': '337495', 'uname': '碧根果核桃碎我都要', 'rank': 1, 'guard_level': 1}, {'uid': 6587897, 'face': 'http://i2.hdslb.com/bfs/face/112d0ddb1ccc32dc3d41a4a19ab6b09b0193cf8e.jpg', 'score': '109695', 'uname': '北红豆', 'rank': 2, 'guard_level': 1}, {'uid': 26706249, 'face': 'http://i0.hdslb.com/bfs/face/f3f361286f52b2029c102dca40873b71977b42d5.jpg', 'score': '40001', 'uname': '是beng不是ben', 'rank': 3, 'guard_level': 2}, {'uid': 30383037, 'face': 'http://i0.hdslb.com/bfs/face/4a3e5fb8715a5334c66abf873d2682c587e04c97.jpg', 'score': '38175', 'uname': '万俟冬冬菌丝蘑菇', 'rank': 4, 'guard_level': 2}, {'uid': 2703098, 'face': 'http://i2.hdslb.com/bfs/face/7355950e6a04a361b701cf4c1041d90c5146cdd1.jpg', 'score': '25005', 'uname': '南瓜54', 'rank': 5, 'guard_level': 1}, {'uid': 9658080, 'face': 'http://i0.hdslb.com/bfs/face/44c45b88d4ede76852ea6dfd15128664737104fb.jpg', 'score': '22985', 'uname': '野生月亮_', 'rank': 6, 'guard_level': 2}, {'uid': 21075089, 'face': 'http://i2.hdslb.com/bfs/face/b259a2f2bb5de10cd952ae3222491f9e5f4a6106.jpg', 'score': '20455', 'uname': '鬼小玥', 'rank': 7, 'guard_level': 2}],other,
11484.02,22:46:06,2021.12.30,ONLINE_RANK_V2,gold-rank,[{'uid': 491302872, 'face': 'http://i0.hdslb.com/bfs/face/9005ecd2c3bb2c3a1c38645d08866377f4b5eca2.jpg', 'score': '337495', 'uname': '碧根果核桃碎我都要', 'rank': 1, 'guard_level': 1}, {'uid': 6587897, 'face': 'http://i2.hdslb.com/bfs/face/112d0ddb1ccc32dc3d41a4a19ab6b09b0193cf8e.jpg', 'score': '109695', 'uname': '北红豆', 'rank': 2, 'guard_level': 1}, {'uid': 26706249, 'face': 'http://i0.hdslb.com/bfs/face/f3f361286f52b2029c102dca40873b71977b42d5.jpg', 'score': '40001', 'uname': '是beng不是ben', 'rank': 3, 'guard_level': 2}, {'uid': 30383037, 'face': 'http://i0.hdslb.com/bfs/face/4a3e5fb8715a5334c66abf873d2682c587e04c97.jpg', 'score': '38175', 'uname': '万俟冬冬菌丝蘑菇', 'rank': 4, 'guard_level': 2}, {'uid': 13408902, 'face': 'http://i0.hdslb.com/bfs/face/c2e82eb9da5ce1ecb30ffb0fe265dee1c2df90e6.jpg', 'score': '38026', 'uname': '呢子米', 'rank': 5, 'guard_level': 2}, {'uid': 2703098, 'face': 'http://i2.hdslb.com/bfs/face/7355950e6a04a361b701cf4c1041d90c5146cdd1.jpg', 'score': '25005', 'uname': '南瓜54', 'rank': 6, 'guard_level': 1}, {'uid': 9658080, 'face': 'http://i0.hdslb.com/bfs/face/44c45b88d4ede76852ea6dfd15128664737104fb.jpg', 'score': '22985', 'uname': '野生月亮_', 'rank': 7, 'guard_level': 2}],other,
11495.74,22:46:18,2021.12.30,ONLINE_RANK_V2,gold-rank,[{'uid': 491302872, 'face': 'http://i0.hdslb.com/bfs/face/9005ecd2c3bb2c3a1c38645d08866377f4b5eca2.jpg', 'score': '337495', 'uname': '碧根果核桃碎我都要', 'rank': 1, 'guard_level': 1}, {'uid': 26706249, 'face': 'http://i0.hdslb.com/bfs/face/f3f361286f52b2029c102dca40873b71977b42d5.jpg', 'score': '40001', 'uname': '是beng不是ben', 'rank': 2, 'guard_level': 2}, {'uid': 30383037, 'face': 'http://i0.hdslb.com/bfs/face/4a3e5fb8715a5334c66abf873d2682c587e04c97.jpg', 'score': '38175', 'uname': '万俟冬冬菌丝蘑菇', 'rank': 3, 'guard_level': 2}, {'uid': 13408902, 'face': 'http://i0.hdslb.com/bfs/face/c2e82eb9da5ce1ecb30ffb0fe265dee1c2df90e6.jpg', 'score': '38026', 'uname': '呢子米', 'rank': 4, 'guard_level': 2}, {'uid': 2703098, 'face': 'http://i2.hdslb.com/bfs/face/7355950e6a04a361b701cf4c1041d90c5146cdd1.jpg', 'score': '25005', 'uname': '南瓜54', 'rank': 5, 'guard_level': 1}, {'uid': 9658080, 'face': 'http://i0.hdslb.com/bfs/face/44c45b88d4ede76852ea6dfd15128664737104fb.jpg', 'score': '22985', 'uname': '野生月亮_', 'rank': 6, 'guard_level': 2}, {'uid': 21075089, 'face': 'http://i2.hdslb.com/bfs/face/b259a2f2bb5de10cd952ae3222491f9e5f4a6106.jpg', 'score': '20455', 'uname': '鬼小玥', 'rank': 7, 'guard_level': 2}],other,
11496.77,22:46:19,2021.12.30,ONLINE_RANK_V2,gold-rank,[{'uid': 491302872, 'face': 'http://i0.hdslb.com/bfs/face/9005ecd2c3bb2c3a1c38645d08866377f4b5eca2.jpg', 'score': '337495', 'uname': '碧根果核桃碎我都要', 'rank': 1, 'guard_level': 1}, {'uid': 6587897, 'face': 'http://i2.hdslb.com/bfs/face/112d0ddb1ccc32dc3d41a4a19ab6b09b0193cf8e.jpg', 'score': '109695', 'uname': '北红豆', 'rank': 2, 'guard_level': 1}, {'uid': 26706249, 'face': 'http://i0.hdslb.com/bfs/face/f3f361286f52b2029c102dca40873b71977b42d5.jpg', 'score': '40001', 'uname': '是beng不是ben', 'rank': 3, 'guard_level': 2}, {'uid': 30383037, 'face': 'http://i0.hdslb.com/bfs/face/4a3e5fb8715a5334c66abf873d2682c587e04c97.jpg', 'score': '38175', 'uname': '万俟冬冬菌丝蘑菇', 'rank': 4, 'guard_level': 2}, {'uid': 13408902, 'face': 'http://i0.hdslb.com/bfs/face/c2e82eb9da5ce1ecb30ffb0fe265dee1c2df90e6.jpg', 'score': '38026', 'uname': '呢子米', 'rank': 5, 'guard_level': 2}, {'uid': 2703098, 'face': 'http://i2.hdslb.com/bfs/face/7355950e6a04a361b701cf4c1041d90c5146cdd1.jpg', 'score': '25005', 'uname': '南瓜54', 'rank': 6, 'guard_level': 1}, {'uid': 9658080, 'face': 'http://i0.hdslb.com/bfs/face/44c45b88d4ede76852ea6dfd15128664737104fb.jpg', 'score': '22985', 'uname': '野生月亮_', 'rank': 7, 'guard_level': 2}],other,
13147.24,23:13:50,2021.12.30,ONLINE_RANK_V2,gold-rank,[{'uid': 491302872, 'face': 'http://i0.hdslb.com/bfs/face/9005ecd2c3bb2c3a1c38645d08866377f4b5eca2.jpg', 'score': '337495', 'uname': '碧根果核桃碎我都要', 'rank': 1, 'guard_level': 1}, {'uid': 6587897, 'face': 'http://i2.hdslb.com/bfs/face/112d0ddb1ccc32dc3d41a4a19ab6b09b0193cf8e.jpg', 'score': '110195', 'uname': '北红豆', 'rank': 2, 'guard_level': 1}, {'uid': 26706249, 'face': 'http://i0.hdslb.com/bfs/face/f3f361286f52b2029c102dca40873b71977b42d5.jpg', 'score': '40001', 'uname': '是beng不是ben', 'rank': 3, 'guard_level': 2}, {'uid': 30383037, 'face': 'http://i0.hdslb.com/bfs/face/4a3e5fb8715a5334c66abf873d2682c587e04c97.jpg', 'score': '38175', 'uname': '万俟冬冬菌丝蘑菇', 'rank': 4, 'guard_level': 2}, {'uid': 2703098, 'face': 'http://i2.hdslb.com/bfs/face/7355950e6a04a361b701cf4c1041d90c5146cdd1.jpg', 'score': '25005', 'uname': '南瓜54', 'rank': 5, 'guard_level': 1}, {'uid': 9658080, 'face': 'http://i0.hdslb.com/bfs/face/44c45b88d4ede76852ea6dfd15128664737104fb.jpg', 'score': '23985', 'uname': '野生月亮_', 'rank': 6, 'guard_level': 2}, {'uid': 21075089, 'face': 'http://i2.hdslb.com/bfs/face/b259a2f2bb5de10cd952ae3222491f9e5f4a6106.jpg', 'score': '20455', 'uname': '鬼小玥', 'rank': 7, 'guard_level': 2}],other,
13656.06,23:22:18,2021.12.30,ONLINE_RANK_V2,gold-rank,[{'uid': 491302872, 'face': 'http://i0.hdslb.com/bfs/face/9005ecd2c3bb2c3a1c38645d08866377f4b5eca2.jpg', 'score': '337495', 'uname': '碧根果核桃碎我都要', 'rank': 1, 'guard_level': 1}, {'uid': 6587897, 'face': 'http://i2.hdslb.com/bfs/face/112d0ddb1ccc32dc3d41a4a19ab6b09b0193cf8e.jpg', 'score': '110195', 'uname': '北红豆', 'rank': 2, 'guard_level': 1}, {'uid': 26706249, 'face': 'http://i0.hdslb.com/bfs/face/f3f361286f52b2029c102dca40873b71977b42d5.jpg', 'score': '40001', 'uname': '是beng不是ben', 'rank': 3, 'guard_level': 2}, {'uid': 30383037, 'face': 'http://i0.hdslb.com/bfs/face/4a3e5fb8715a5334c66abf873d2682c587e04c97.jpg', 'score': '38175', 'uname': '万俟冬冬菌丝蘑菇', 'rank': 4, 'guard_level': 2}, {'uid': 13408902, 'face': 'http://i0.hdslb.com/bfs/face/c2e82eb9da5ce1ecb30ffb0fe265dee1c2df90e6.jpg', 'score': '38026', 'uname': '呢子米', 'rank': 5, 'guard_level': 2}, {'uid': 2703098, 'face': 'http://i2.hdslb.com/bfs/face/7355950e6a04a361b701cf4c1041d90c5146cdd1.jpg', 'score': '25005', 'uname': '南瓜54', 'rank': 6, 'guard_level': 1}, {'uid': 9658080, 'face': 'http://i0.hdslb.com/bfs/face/44c45b88d4ede76852ea6dfd15128664737104fb.jpg', 'score': '23985', 'uname': '野生月亮_', 'rank': 7, 'guard_level': 2}],other,
13662.95,23:22:25,2021.12.30,ONLINE_RANK_V2,gold-rank,[{'uid': 491302872, 'face': 'http://i0.hdslb.com/bfs/face/9005ecd2c3bb2c3a1c38645d08866377f4b5eca2.jpg', 'score': '337495', 'uname': '碧根果核桃碎我都要', 'rank': 1, 'guard_level': 1}, {'uid': 6587897, 'face': 'http://i2.hdslb.com/bfs/face/112d0ddb1ccc32dc3d41a4a19ab6b09b0193cf8e.jpg', 'score': '110195', 'uname': '北红豆', 'rank': 2, 'guard_level': 1}, {'uid': 26706249, 'face': 'http://i0.hdslb.com/bfs/face/f3f361286f52b2029c102dca40873b71977b42d5.jpg', 'score': '40001', 'uname': '是beng不是ben', 'rank': 3, 'guard_level': 2}, {'uid': 30383037, 'face': 'http://i0.hdslb.com/bfs/face/4a3e5fb8715a5334c66abf873d2682c587e04c97.jpg', 'score': '38175', 'uname': '万俟冬冬菌丝蘑菇', 'rank': 4, 'guard_level': 2}, {'uid': 13408902, 'face': 'http://i0.hdslb.com/bfs/face/c2e82eb9da5ce1ecb30ffb0fe265dee1c2df90e6.jpg', 'score': '38026', 'uname': '呢子米', 'rank': 5, 'guard_level': 2}, {'uid': 2703098, 'face': 'http://i2.hdslb.com/bfs/face/7355950e6a04a361b701cf4c1041d90c5146cdd1.jpg', 'score': '25005', 'uname': '南瓜54', 'rank': 6, 'guard_level': 1}, {'uid': 29055678, 'face': 'http://i0.hdslb.com/bfs/face/98501596fbe336bd4af374a5cd6eefc659e922d5.jpg', 'score': '24956', 'uname': '無双Shmily', 'rank': 7, 'guard_level': 1}],other,
13672.55,23:22:35,2021.12.30,ONLINE_RANK_V2,gold-rank,[{'uid': 491302872, 'face': 'http://i0.hdslb.com/bfs/face/9005ecd2c3bb2c3a1c38645d08866377f4b5eca2.jpg', 'score': '337495', 'uname': '碧根果核桃碎我都要', 'rank': 1, 'guard_level': 1}, {'uid': 6587897, 'face': 'http://i2.hdslb.com/bfs/face/112d0ddb1ccc32dc3d41a4a19ab6b09b0193cf8e.jpg', 'score': '110195', 'uname': '北红豆', 'rank': 2, 'guard_level': 1}, {'uid': 26706249, 'face': 'http://i0.hdslb.com/bfs/face/f3f361286f52b2029c102dca40873b71977b42d5.jpg', 'score': '40001', 'uname': '是beng不是ben', 'rank': 3, 'guard_level': 2}, {'uid': 30383037, 'face': 'http://i0.hdslb.com/bfs/face/4a3e5fb8715a5334c66abf873d2682c587e04c97.jpg', 'score': '38175', 'uname': '万俟冬冬菌丝蘑菇', 'rank': 4, 'guard_level': 2}, {'uid': 2703098, 'face': 'http://i2.hdslb.com/bfs/face/7355950e6a04a361b701cf4c1041d90c5146cdd1.jpg', 'score': '25005', 'uname': '南瓜54', 'rank': 5, 'guard_level': 1}, {'uid': 29055678, 'face': 'http://i0.hdslb.com/bfs/face/98501596fbe336bd4af374a5cd6eefc659e922d5.jpg', 'score': '24956', 'uname': '無双Shmily', 'rank': 6, 'guard_level': 1}, {'uid': 9658080, 'face': 'http://i0.hdslb.com/bfs/face/44c45b88d4ede76852ea6dfd15128664737104fb.jpg', 'score': '23985', 'uname': '野生月亮_', 'rank': 7, 'guard_level': 2}],other,
14837.05,23:41:59,2021.12.30,ONLINE_RANK_V2,gold-rank,[{'uid': 491302872, 'face': 'http://i0.hdslb.com/bfs/face/9005ecd2c3bb2c3a1c38645d08866377f4b5eca2.jpg', 'score': '337495', 'uname': '碧根果核桃碎我都要', 'rank': 1, 'guard_level': 1}, {'uid': 6587897, 'face': 'http://i2.hdslb.com/bfs/face/112d0ddb1ccc32dc3d41a4a19ab6b09b0193cf8e.jpg', 'score': '111695', 'uname': '北红豆', 'rank': 2, 'guard_level': 1}, {'uid': 26706249, 'face': 'http://i0.hdslb.com/bfs/face/f3f361286f52b2029c102dca40873b71977b42d5.jpg', 'score': '40001', 'uname': '是beng不是ben', 'rank': 3, 'guard_level': 2}, {'uid': 30383037, 'face': 'http://i0.hdslb.com/bfs/face/4a3e5fb8715a5334c66abf873d2682c587e04c97.jpg', 'score': '38175', 'uname': '万俟冬冬菌丝蘑菇', 'rank': 4, 'guard_level': 2}, {'uid': 13408902, 'face': 'http://i0.hdslb.com/bfs/face/c2e82eb9da5ce1ecb30ffb0fe265dee1c2df90e6.jpg', 'score': '38026', 'uname': '呢子米', 'rank': 5, 'guard_level': 2}, {'uid': 2703098, 'face': 'http://i2.hdslb.com/bfs/face/7355950e6a04a361b701cf4c1041d90c5146cdd1.jpg', 'score': '25005', 'uname': '南瓜54', 'rank': 6, 'guard_level': 1}, {'uid': 9658080, 'face': 'http://i0.hdslb.com/bfs/face/44c45b88d4ede76852ea6dfd15128664737104fb.jpg', 'score': '23985', 'uname': '野生月亮_', 'rank': 7, 'guard_level': 2}],other,
14870.55,23:42:33,2021.12.30,ONLINE_RANK_V2,gold-rank,[{'uid': 491302872, 'face': 'http://i0.hdslb.com/bfs/face/9005ecd2c3bb2c3a1c38645d08866377f4b5eca2.jpg', 'score': '337495', 'uname': '碧根果核桃碎我都要', 'rank': 1, 'guard_level': 1}, {'uid': 6587897, 'face': 'http://i2.hdslb.com/bfs/face/112d0ddb1ccc32dc3d41a4a19ab6b09b0193cf8e.jpg', 'score': '111695', 'uname': '北红豆', 'rank': 2, 'guard_level': 1}, {'uid': 26706249, 'face': 'http://i0.hdslb.com/bfs/face/f3f361286f52b2029c102dca40873b71977b42d5.jpg', 'score': '40001', 'uname': '是beng不是ben', 'rank': 3, 'guard_level': 2}, {'uid': 30383037, 'face': 'http://i0.hdslb.com/bfs/face/4a3e5fb8715a5334c66abf873d2682c587e04c97.jpg', 'score': '38175', 'uname': '万俟冬冬菌丝蘑菇', 'rank': 4, 'guard_level': 2}, {'uid': 2703098, 'face': 'http://i2.hdslb.com/bfs/face/7355950e6a04a361b701cf4c1041d90c5146cdd1.jpg', 'score': '25005', 'uname': '南瓜54', 'rank': 5, 'guard_level': 1}, {'uid': 9658080, 'face': 'http://i0.hdslb.com/bfs/face/44c45b88d4ede76852ea6dfd15128664737104fb.jpg', 'score': '23985', 'uname': '野生月亮_', 'rank': 6, 'guard_level': 2}, {'uid': 21075089, 'face': 'http://i2.hdslb.com/bfs/face/b259a2f2bb5de10cd952ae3222491f9e5f4a6106.jpg', 'score': '20455', 'uname': '鬼小玥', 'rank': 7, 'guard_level': 2}],other,
14921.74,23:43:24,2021.12.30,ONLINE_RANK_V2,gold-rank,[{'uid': 491302872, 'face': 'http://i0.hdslb.com/bfs/face/9005ecd2c3bb2c3a1c38645d08866377f4b5eca2.jpg', 'score': '337495', 'uname': '碧根果核桃碎我都要', 'rank': 1, 'guard_level': 1}, {'uid': 6587897, 'face': 'http://i2.hdslb.com/bfs/face/112d0ddb1ccc32dc3d41a4a19ab6b09b0193cf8e.jpg', 'score': '111695', 'uname': '北红豆', 'rank': 2, 'guard_level': 1}, {'uid': 26706249, 'face': 'http://i0.hdslb.com/bfs/face/f3f361286f52b2029c102dca40873b71977b42d5.jpg', 'score': '40001', 'uname': '是beng不是ben', 'rank': 3, 'guard_level': 2}, {'uid': 30383037, 'face': 'http://i0.hdslb.com/bfs/face/4a3e5fb8715a5334c66abf873d2682c587e04c97.jpg', 'score': '38175', 'uname': '万俟冬冬菌丝蘑菇', 'rank': 4, 'guard_level': 2}, {'uid': 13408902, 'face': 'http://i0.hdslb.com/bfs/face/c2e82eb9da5ce1ecb30ffb0fe265dee1c2df90e6.jpg', 'score': '38026', 'uname': '呢子米', 'rank': 5, 'guard_level': 2}, {'uid': 2703098, 'face': 'http://i2.hdslb.com/bfs/face/7355950e6a04a361b701cf4c1041d90c5146cdd1.jpg', 'score': '25505', 'uname': '南瓜54', 'rank': 6, 'guard_level': 1}, {'uid': 9658080, 'face': 'http://i0.hdslb.com/bfs/face/44c45b88d4ede76852ea6dfd15128664737104fb.jpg', 'score': '23985', 'uname': '野生月亮_', 'rank': 7, 'guard_level': 2}],other,
