_DeltaTime,_ExactTime,_Date,_color,_content,_name,_msg_type,
11.25,19:34:54,2021.12.30,455ff6,哈哈哈哈,九十王王道,danmaku,
11.25,19:34:54,2021.12.30,455ff6,草！,雪雪子是天蓝色,danmaku,
11.25,19:34:54,2021.12.30,455ff6,还以为你长出下巴来了,唐沨,danmaku,
11.25,19:34:54,2021.12.30,e33fff,为什么！,邬了个幻幻,danmaku,
11.25,19:34:54,2021.12.30,e33fff,我靠 帅哥！！,白千暮w,danmaku,
12.29,19:34:55,2021.12.30,e33fff,帅傻我了,发电的小葵,danmaku,
12.29,19:34:55,2021.12.30,e33fff,怎么没有了,睡着的崩坏冷龙,danmaku,
12.29,19:34:55,2021.12.30,455ff6,？,烤鱼且潮吧66,danmaku,
12.29,19:34:55,2021.12.30,455ff6,？你去点了吗,好烟花我飞沙,danmaku,
12.29,19:34:55,2021.12.30,58c1de,确实,藤井哇塞,danmaku,
12.29,19:34:55,2021.12.30,58c1de,帅哥你谁？？,空歌与四只吞金兽,danmaku,
12.29,19:34:55,2021.12.30,455ff6,你把痣点了,你就是个蟾蜍,danmaku,
12.29,19:34:55,2021.12.30,455ff6,点了好,粥泥子,danmaku,
12.29,19:34:55,2021.12.30,e33fff,？,你你你说这河狸吗,danmaku,
12.29,19:34:55,2021.12.30,e33fff,？,Remember_Echo,danmaku,
12.29,19:34:55,2021.12.30,975ef9,为啥要切,谁吃茶叶蛋,danmaku,
12.29,19:34:55,2021.12.30,e33fff,哈哈哈哈哈哈哈哈哈,三根刘海的小明,danmaku,
12.29,19:34:55,2021.12.30,e33fff,对啊对啊,涵七请速去学日语,danmaku,
12.29,19:34:55,2021.12.30,e33fff,胖胖了,昜林隹,danmaku,
12.29,19:34:55,2021.12.30,58c1de,眉毛,coco想喝可乐,danmaku,
12.29,19:34:55,2021.12.30,455ff6,？？？,月琰之,danmaku,
12.29,19:34:55,2021.12.30,975ef9,真的！！！！！！！,月光bot,danmaku,
12.29,19:34:55,2021.12.30,455ff6,宝好看,魔法丧毛血旺,danmaku,
12.29,19:34:55,2021.12.30,e33fff,啊啊啊啊啊,听风和她,danmaku,
12.29,19:34:55,2021.12.30,ffffff,？？？,这是七七呀-,danmaku,
12.29,19:34:55,2021.12.30,58c1de,哈哈哈哈,白空空的脑子,danmaku,
13.33,19:34:56,2021.12.30,ffffff,？？？？,游啊呦啊哟,danmaku,
13.33,19:34:56,2021.12.30,455ff6,哦对！,Orimoto,danmaku,
13.33,19:34:56,2021.12.30,e33fff,哈哈哈哈哈哈哈哈哈哈,月亮走啊走,danmaku,
13.33,19:34:56,2021.12.30,975ef9,痣没有了！,名一_,danmaku,
13.33,19:34:56,2021.12.30,e33fff,你点了？,方丈憋跑我是小施主,danmaku,
13.33,19:34:56,2021.12.30,e33fff,卧槽崽崽你好漂亮,田六啊,danmaku,
13.33,19:34:56,2021.12.30,e33fff,？？？,发财暴富早点睡,danmaku,
13.33,19:34:56,2021.12.30,ffffff,发现了,不许再打豆豆啦,danmaku,
13.33,19:34:56,2021.12.30,e33fff,哈哈哈哈哈哈哈,莫默-名字再长一点,danmaku,
13.33,19:34:56,2021.12.30,58c1de,谢谢没发现,翱翔太宇,danmaku,
13.33,19:34:56,2021.12.30,975ef9,哦哦哦,谁吃茶叶蛋,danmaku,
13.33,19:34:56,2021.12.30,e33fff,！为什么！,呆呆的卷毛,danmaku,
13.33,19:34:56,2021.12.30,ffffff,点了吗,薄荷可乐夏季限定,danmaku,
13.33,19:34:56,2021.12.30,ffed4f,呜呜呜呜我喜欢,北红豆,danmaku,
13.33,19:34:56,2021.12.30,e33fff,天啊,野生月亮_,danmaku,
13.33,19:34:56,2021.12.30,e33fff,为啥,绿茶摩多摩多,danmaku,
13.33,19:34:56,2021.12.30,e33fff,为啥呀,白萝卜不吃胡萝卜,danmaku,
14.35,19:34:57,2021.12.30,e33fff,可恶,参商JL,danmaku,
14.35,19:34:57,2021.12.30,455ff6,草,Cookie_丶,danmaku,
14.35,19:34:57,2021.12.30,975ef9,为什么——,穆彻,danmaku,
14.35,19:34:57,2021.12.30,e33fff,点了？,_除你武器_,danmaku,
14.35,19:34:57,2021.12.30,54eed8,啊啊啊啊啊啊啊啊,超爱酥炸鱿鱼徐,danmaku,
14.35,19:34:57,2021.12.30,e33fff,好家伙,松本十四松,danmaku,
15.41,19:34:58,2021.12.30,58c1de,？？？？？,我不solo谁solo丶,danmaku,
15.41,19:34:58,2021.12.30,455ff6,？,奶酪发电站,danmaku,
15.41,19:34:58,2021.12.30,e33fff,啊,你你你说这河狸吗,danmaku,
15.41,19:34:58,2021.12.30,e33fff,suai！！！！,蓝千泠,danmaku,
15.41,19:34:58,2021.12.30,455ff6,为什么！！！！,顾流年Ginkgo,danmaku,
15.41,19:34:58,2021.12.30,e33fff,？,-Mephisto,danmaku,
15.41,19:34:58,2021.12.30,58c1de,？？,惠风不会疯,danmaku,
15.41,19:34:58,2021.12.30,54eed8,呜呜我喜欢哪个痣的,香脆周黑鸭,danmaku,
15.41,19:34:58,2021.12.30,e33fff,？,故安aaa,danmaku,
15.41,19:34:58,2021.12.30,e33fff,对对对我刚想说,被窝半永久,danmaku,
15.41,19:34:58,2021.12.30,455ff6,！,任星然,danmaku,
16.43,19:34:59,2021.12.30,e33fff,啊！！！,_喵内__,danmaku,
16.43,19:34:59,2021.12.30,e33fff,为什么！！！！！,箐箐雨,danmaku,
16.43,19:34:59,2021.12.30,455ff6,为什么！！！,捧把月光给你,danmaku,
16.43,19:34:59,2021.12.30,455ff6,你圆了宝,安苒爱吃cheese,danmaku,
16.43,19:34:59,2021.12.30,58c1de,哇哇哇,吾蛇精病,danmaku,
16.43,19:34:59,2021.12.30,e33fff,为什么！！,普通小豆_,danmaku,
16.43,19:34:59,2021.12.30,455ff6,为什么,三月家的AT控,danmaku,
16.43,19:34:59,2021.12.30,455ff6,你点了？,Aiaiaiaiaya,danmaku,
16.43,19:34:59,2021.12.30,e33fff,很好看啊为什么要切呜呜呜,陆意之丶,danmaku,
16.43,19:34:59,2021.12.30,e33fff,哈哈哈哈哈哈哈哈哈哈哈,河三川,danmaku,
16.43,19:34:59,2021.12.30,e33fff,主播太帅了爱了爱了,哥谭旧友,danmaku,
16.43,19:34:59,2021.12.30,455ff6,啊？,幽幽幽哩哩哩,danmaku,
16.43,19:34:59,2021.12.30,58c1de,可恶恶！！！,就要吃吃,danmaku,
16.43,19:34:59,2021.12.30,e33fff,痣！！！,小熊睡觉时不困,danmaku,
17.47,19:35:00,2021.12.30,e33fff,?,小椰想恰双皮奶,danmaku,
17.47,19:35:00,2021.12.30,e33fff,？？？,仟佰何,danmaku,
17.47,19:35:00,2021.12.30,455ff6,？,瑶光_-_,danmaku,
17.47,19:35:00,2021.12.30,58c1de,?,恩格尔系数过高了,danmaku,
17.47,19:35:00,2021.12.30,e33fff,好帅哥,竹马-上班中,danmaku,
17.47,19:35:00,2021.12.30,54eed8,太好看了崽崽！,航归,danmaku,
17.47,19:35:00,2021.12.30,e33fff,为啥点了呀,乱码零番机箱,danmaku,
17.47,19:35:00,2021.12.30,e33fff,痣————,狍狍狍子啊,danmaku,
17.47,19:35:00,2021.12.30,455ff6,呜呜呜我喜欢阿,好烟花我飞沙,danmaku,
17.48,19:35:00,2021.12.30,54eed8,真的诶窝趣,山猫与兔子-,danmaku,
18.5,19:35:01,2021.12.30,e33fff,好看,猫猫头悍匪,danmaku,
18.5,19:35:01,2021.12.30,455ff6,有下巴了,silence0136,danmaku,
18.5,19:35:01,2021.12.30,54eed8,好好看,一个大写的钰,danmaku,
18.5,19:35:01,2021.12.30,455ff6,！！,木子猫的鱼,danmaku,
18.5,19:35:01,2021.12.30,e33fff,好耶,妖精笔记,danmaku,
18.5,19:35:01,2021.12.30,975ef9,为什么！！！！！,阿加鹅,danmaku,
18.5,19:35:01,2021.12.30,e33fff,我哩天,田六啊,danmaku,
18.5,19:35:01,2021.12.30,e33fff,确实,小羽今天开心了吗,danmaku,
18.5,19:35:01,2021.12.30,e33fff,！！！！！切了！,呆呆的卷毛,danmaku,
18.5,19:35:01,2021.12.30,455ff6,好家伙,卡慕骂我,danmaku,
18.5,19:35:01,2021.12.30,58c1de,为什么！！！,时乐函,danmaku,
18.5,19:35:01,2021.12.30,455ff6,不要啊,烤鱼且潮吧66,danmaku,
18.5,19:35:01,2021.12.30,975ef9,草！,佐佐木面包人,danmaku,
18.5,19:35:01,2021.12.30,e33fff,为啥,楼大树,danmaku,
19.54,19:35:02,2021.12.30,e33fff,切了好,季十,danmaku,
19.54,19:35:02,2021.12.30,58c1de,啊,嚯呵呵呵呵,danmaku,
19.54,19:35:02,2021.12.30,455ff6,可恶啊,不想忙了,danmaku,
19.54,19:35:02,2021.12.30,ffffff,？,东宫曦,danmaku,
19.54,19:35:02,2021.12.30,455ff6,啊,是租租不是猪,danmaku,
19.54,19:35:02,2021.12.30,58c1de,好看！,杏仁牛奶糖啾,danmaku,
19.54,19:35:02,2021.12.30,455ff6,哈哈哈哈哈哈哈哈哈,来一口夹心奶糖,danmaku,
19.54,19:35:02,2021.12.30,e33fff,我喜欢,77大魔王ssssss_,danmaku,
19.54,19:35:02,2021.12.30,455ff6,awsl,Cookie_丶,danmaku,
19.54,19:35:02,2021.12.30,ffffff,好耶,乔二川,danmaku,
19.54,19:35:02,2021.12.30,e33fff,！,South_hyun,danmaku,
19.54,19:35:02,2021.12.30,e33fff,草,炭烧酸奶酱-,danmaku,
19.54,19:35:02,2021.12.30,e33fff,为什么！挺好看的呀,敲高冷的天然呆,danmaku,
19.54,19:35:02,2021.12.30,e33fff,我的天，我猜到了！,_阳祭廿二_,danmaku,
20.87,19:35:03,2021.12.30,e33fff,为什么,-Mephisto,danmaku,
20.87,19:35:03,2021.12.30,e33fff,传下去，主播整容了！！！,楚轩贤内助,danmaku,
20.87,19:35:03,2021.12.30,e33fff,长发太棒了 超好看,哥谭旧友,danmaku,
20.87,19:35:03,2021.12.30,e33fff,好看！！！！,-泯灭天使-,danmaku,
20.87,19:35:03,2021.12.30,58c1de,哇！！！！！！！,凌晨三点半,danmaku,
20.87,19:35:03,2021.12.30,e33fff,好看好看,芝士卷卷小菜菜,danmaku,
20.87,19:35:03,2021.12.30,58c1de,啊,恩格尔系数过高了,danmaku,
20.87,19:35:03,2021.12.30,ffffff,哈哈哈哈哈,秋日的可乐丶,danmaku,
20.87,19:35:03,2021.12.30,e33fff,？为什么啊呜呜,楚明_chuming,danmaku,
20.87,19:35:03,2021.12.30,e33fff,可恶居然今天才说,草莓枝,danmaku,
20.87,19:35:03,2021.12.30,ffffff,好的好的,这是七七呀-,danmaku,
20.87,19:35:03,2021.12.30,e33fff,变帅了！！！,丸子馅小笼包,danmaku,
20.87,19:35:03,2021.12.30,975ef9,？？？？我喜欢啊,月光bot,danmaku,
20.87,19:35:03,2021.12.30,455ff6,赵菡砚支持了1个舰长,爆炸小妞,danmaku,
21.91,19:35:04,2021.12.30,ffffff,为什么？！！！,游啊呦啊哟,danmaku,
21.91,19:35:04,2021.12.30,975ef9,为什么没有痣！！！那是我的xp！！！！,不足斤,danmaku,
21.91,19:35:04,2021.12.30,e33fff,痣————,莫莫冒泡,danmaku,
21.91,19:35:04,2021.12.30,ffffff,好家伙,白茶清欢余留处,danmaku,
21.91,19:35:04,2021.12.30,e33fff,去了也好,云小鹤飞走了,danmaku,
21.91,19:35:04,2021.12.30,58c1de,啊？,_Burningmoon_,danmaku,
21.91,19:35:04,2021.12.30,455ff6,呜呜呜呜呜,沙茶不是酱,danmaku,
21.91,19:35:04,2021.12.30,e33fff,好帅,听风和她,danmaku,
21.91,19:35:04,2021.12.30,e33fff,呜呜呜呜好的,呆呆的卷毛,danmaku,
21.91,19:35:04,2021.12.30,e33fff,！！！！,是11365的77呀,danmaku,
21.91,19:35:04,2021.12.30,e33fff,你喜欢就好,睡着的崩坏冷龙,danmaku,
22.96,19:35:05,2021.12.30,e33fff,我喜欢,橘座不睡觉,danmaku,
22.96,19:35:05,2021.12.30,54eed8,靠还帅我不行了,公子同归,danmaku,
22.96,19:35:05,2021.12.30,58c1de,看猫！！！！,21杠杠杠,danmaku,
22.96,19:35:05,2021.12.30,58c1de,草,溯柩,danmaku,
22.96,19:35:05,2021.12.30,e33fff,颜值主be！！！,蓝千泠,danmaku,
22.96,19:35:05,2021.12.30,e33fff,好嘛好嘛,只想躺平做废物,danmaku,
22.96,19:35:05,2021.12.30,455ff6,呜呜呜呜呜,顾流年Ginkgo,danmaku,
22.96,19:35:05,2021.12.30,58c1de,绝了美男子,CHANGEE,danmaku,
22.96,19:35:05,2021.12.30,455ff6,好,KIRE梦瞳,danmaku,
24.0,19:35:06,2021.12.30,455ff6,可恶恶我喜欢,墨墨鱼骨,danmaku,
24.0,19:35:06,2021.12.30,e33fff,你开心就好哈哈哈,莫默-名字再长一点,danmaku,
24.0,19:35:06,2021.12.30,e33fff,别剪了要不,-小花仙丶,danmaku,
24.0,19:35:06,2021.12.30,54eed8,哈哈哈哈哈哈哈,海塔,danmaku,
24.0,19:35:06,2021.12.30,455ff6,可恶恶 不要点痣,别问了真的不在极地,danmaku,
24.0,19:35:06,2021.12.30,e33fff,哈哈哈哈哈哈哈哈哈,绿茶摩多摩多,danmaku,
24.0,19:35:06,2021.12.30,e33fff,啊啊啊啊啊,猫狸子的瓜,danmaku,
24.0,19:35:06,2021.12.30,455ff6,哈哈哈哈哈哈,魔法丧毛血旺,danmaku,
24.0,19:35:06,2021.12.30,455ff6,我喜欢,沙茶不是酱,danmaku,
25.02,19:35:07,2021.12.30,e33fff,帅哥！,一碗甜酒w,danmaku,
25.02,19:35:07,2021.12.30,e33fff,哈哈哈哈哈,杰个昵称很高级,danmaku,
25.02,19:35:07,2021.12.30,e33fff,哈哈哈哈哈,wierd,danmaku,
25.02,19:35:07,2021.12.30,58c1de,啊——,coco想喝可乐,danmaku,
26.05,19:35:08,2021.12.30,455ff6,好看的,木子猫的鱼,danmaku,
26.05,19:35:08,2021.12.30,58c1de,啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊啊,百事一卿,danmaku,
26.05,19:35:08,2021.12.30,54eed8,你才不是！！！！,航归,danmaku,
26.05,19:35:08,2021.12.30,455ff6,太帅了啊哥,姜丝酸萝卜-,danmaku,
26.05,19:35:08,2021.12.30,455ff6,漏——————,拾玖玖久,danmaku,
26.05,19:35:08,2021.12.30,455ff6,好耶,KIRE梦瞳,danmaku,
27.09,19:35:09,2021.12.30,e33fff,都没看出来,草莓枝,danmaku,
27.09,19:35:09,2021.12.30,e33fff,我喜欢啊！,邬了个幻幻,danmaku,
27.09,19:35:09,2021.12.30,e33fff,哈哈哈哈哈哈哈哈哈哈,楼大树,danmaku,
27.09,19:35:09,2021.12.30,975ef9,你说过吗,星星的存在,danmaku,
27.09,19:35:09,2021.12.30,e33fff,喜欢哥哥的颜值 哥哥是颜值主播,哥谭旧友,danmaku,
27.1,19:35:09,2021.12.30,e33fff,呜呜呜我喜欢痣啊,昜林隹,danmaku,
27.1,19:35:09,2021.12.30,455ff6,哈哈哈哈哈哈哈哈,明月隐影,danmaku,
28.21,19:35:11,2021.12.30,58c1de,没事好看的,小闪电千枝实,danmaku,
28.21,19:35:11,2021.12.30,e33fff,哈哈哈哈哈哈哈哈,莫莫冒泡,danmaku,
28.21,19:35:11,2021.12.30,ffffff,切掉好耶,乔二川,danmaku,
28.21,19:35:11,2021.12.30,58c1de,帅,你不啵我一下咩,danmaku,
29.27,19:35:12,2021.12.30,455ff6,毛小毛的小心情支持了1个铃铛,爆炸小妞,danmaku,
29.27,19:35:12,2021.12.30,455ff6,？？,再也不想搬砖了,danmaku,
29.27,19:35:12,2021.12.30,58c1de,哪有下巴，没有下巴,南絮絮的大动脉脉捏,danmaku,
29.27,19:35:12,2021.12.30,455ff6,好都好,Aiaiaiaiaya,danmaku,
29.27,19:35:12,2021.12.30,e33fff,对，容易黑色素瘤,昵称怎么能告诉你,danmaku,
29.27,19:35:12,2021.12.30,e33fff,哈哈哈哈哈哈哈,炭烧酸奶酱-,danmaku,
29.27,19:35:12,2021.12.30,58c1de,哈哈哈哈哈哈哈哈,嚯呵呵呵呵,danmaku,
29.27,19:35:12,2021.12.30,455ff6,不喜欢就点了,奶酪发电站,danmaku,
29.27,19:35:12,2021.12.30,58c1de,你变好看了,翱翔太宇,danmaku,
29.27,19:35:12,2021.12.30,ffffff,呜呜呜呜你怎样我都喜欢,薄荷可乐夏季限定,danmaku,
29.27,19:35:12,2021.12.30,e33fff,？,狍狍狍子啊,danmaku,
30.3,19:35:13,2021.12.30,975ef9,长出下巴哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈,よすみ,danmaku,
30.3,19:35:13,2021.12.30,455ff6,帅的帅的,来一口夹心奶糖,danmaku,
30.3,19:35:13,2021.12.30,455ff6,好看好看,魔法丧毛血旺,danmaku,
30.3,19:35:13,2021.12.30,e33fff,不知道哈哈哈哈哈,松本十四松,danmaku,
30.3,19:35:13,2021.12.30,e33fff,你痣呢,哄蕾丝丝专用号,danmaku,
