_DeltaTime,_ExactTime,_Date,_color,_content,_name,_msg_type,
1954.8,20:07:17,2021.12.30,ffffff,烦死了,电脑配件送到,danmaku,
2241.37,20:12:04,2021.12.30,54eed8,开门，你是不是不行啊水无月,氵军,danmaku,
2294.41,20:12:57,2021.12.30,54eed8,不开门是吧,氵军,danmaku,
2316.24,20:13:18,2021.12.30,54eed8,离谱,氵军,danmaku,
2326.68,20:13:29,2021.12.30,54eed8,(｀・ω・´),mohadu,danmaku,
2387.67,20:14:30,2021.12.30,ffffff,开门开门,萨芝摩,danmaku,
2412.8,20:14:55,2021.12.30,54eed8,。,雨落澪瀮,danmaku,
2422.74,20:15:05,2021.12.30,54eed8,(｀・ω・´),不觉莫了,danmaku,
2509.76,20:16:32,2021.12.30,54eed8,芜,阿草反黑站,danmaku,
2524.71,20:16:47,2021.12.30,ffffff,水无月你没有心！,18个硬币没了,danmaku,
2558.52,20:17:21,2021.12.30,58c1de,水无月你坏事做尽！！！,我是来袖手旁观的,danmaku,
2723.23,20:20:05,2021.12.30,54eed8,打卡,我永远爱aqua,danmaku,
2787.21,20:21:09,2021.12.30,54eed8,⊙▽⊙,RodimusPrime,danmaku,
2794.07,20:21:16,2021.12.30,58c1de,看来今天是没有了,老年黑雪桑,danmaku,
2840.65,20:22:03,2021.12.30,58c1de,咚咚咚,秦林叶,danmaku,
2881.28,20:22:44,2021.12.30,ffffff,1,天上院明曰香,danmaku,
2957.93,20:24:00,2021.12.30,54eed8,开门,sytong5,danmaku,
2986.73,20:24:29,2021.12.30,ffffff,不可饶恕啊！,朔月-_,danmaku,
2990.22,20:24:32,2021.12.30,54eed8,1,南璃宫,danmaku,
3090.28,20:26:13,2021.12.30,ffffff,开门啊水无月！,小白_小小白,danmaku,
3104.89,20:26:27,2021.12.30,00fffc,打卡,一只喵条,danmaku,
3111.04,20:26:33,2021.12.30,58c1de,早上好,动作魔法-奇迹,danmaku,
3251.71,20:28:54,2021.12.30,54eed8,来了,西瓜籽哒,danmaku,
3256.72,20:28:59,2021.12.30,54eed8,妙啊,chz233,danmaku,
3282.52,20:29:25,2021.12.30,ffffff,烦死了,萨芝摩,danmaku,
3519.57,20:33:22,2021.12.30,ffffff,开门开门,夕忆惕,danmaku,
3543.53,20:33:46,2021.12.30,54eed8,不可饶恕啊水无月,讠药,danmaku,
3555.81,20:33:58,2021.12.30,ffffff,不可饶恕啊,bbiillllhhhhh,danmaku,
3633.61,20:35:16,2021.12.30,ffffff,(=・ω・=),540妥妥のYuki,danmaku,
3721.16,20:36:43,2021.12.30,58c1de,1,明天是白色,danmaku,
3734.86,20:36:57,2021.12.30,54eed8,(･∀･),清鳞,danmaku,
3754.54,20:37:17,2021.12.30,ffffff,明明没有开播确热门第七了,小白_小小白,danmaku,
3855.99,20:38:58,2021.12.30,54eed8,没开播第七、,神圣的呆毛,danmaku,
3870.2,20:39:12,2021.12.30,54eed8,1,卡比炭,danmaku,
3889.58,20:39:32,2021.12.30,ffffff,1,阿帕温吐茶,danmaku,
3890.72,20:39:33,2021.12.30,54eed8,？,Conex-火炏炎焱燚,danmaku,
3933.15,20:40:15,2021.12.30,54eed8,来了来了,citrus丫橘里橘气,danmaku,
3947.74,20:40:30,2021.12.30,54eed8,KAIMENA ,幻影之星光,danmaku,
3954.21,20:40:36,2021.12.30,54eed8,靠门,幻影之星光,danmaku,
4005.83,20:41:28,2021.12.30,ffffff,水姐快开门,bbiillllhhhhh,danmaku,
4070.54,20:42:33,2021.12.30,54eed8,开门啊,時間狂躁症,danmaku,
4105.67,20:43:08,2021.12.30,54eed8,2333,哀伤寂寥,danmaku,
4120.01,20:43:22,2021.12.30,ffffff,烦死了,萨芝摩,danmaku,
4127.75,20:43:30,2021.12.30,58c1de,打卡,久念子-,danmaku,
4175.35,20:44:18,2021.12.30,00fffc,？,大海蜇是什么鬼,danmaku,
4176.37,20:44:19,2021.12.30,00fffc,开门开门,ユウコ,danmaku,
4268.93,20:45:51,2021.12.30,54eed8,~,袿姬家的人类灵,danmaku,
4302.57,20:46:25,2021.12.30,ffffff,打卡,Lovely_Lemon,danmaku,
4454.93,20:48:57,2021.12.30,54eed8,_(:3」∠)_,太婆婆婆婆,danmaku,
4510.96,20:49:53,2021.12.30,58c1de,打卡,学翻译的哈士奇,danmaku,
4513.21,20:49:55,2021.12.30,58c1de,1,4568723,danmaku,
4516.07,20:49:58,2021.12.30,54eed8,2333,就不起正经名,danmaku,
4544.77,20:50:27,2021.12.30,54eed8,1,-觅星者-,danmaku,
4634.12,20:51:56,2021.12.30,ffffff,开门啊！,长云初岫,danmaku,
4638.36,20:52:01,2021.12.30,54eed8,！,电子流的继承人,danmaku,
4765.69,20:54:08,2021.12.30,54eed8,1,向晚天道酬勤,danmaku,
4890.11,20:56:12,2021.12.30,ffffff,打扰了,wish白薄,danmaku,
4903.12,20:56:25,2021.12.30,ffffff,6,中二のTS,danmaku,
4985.12,20:57:47,2021.12.30,54eed8,滴滴,夏天de下午茶,danmaku,
5004.45,20:58:07,2021.12.30,ffffff,1,是一夏呀,danmaku,
5028.85,20:58:31,2021.12.30,ffffff,所以昨天那个奖是有原因的,重新来过NO1,danmaku,
5049.99,20:58:52,2021.12.30,ffffff,(╯°口°)╯(┴—┴,斎藤逆理,danmaku,
5121.94,21:00:04,2021.12.30,54eed8,awsl,示弱--妮妮的__,danmaku,
5465.93,21:05:48,2021.12.30,54eed8,不可饶恕,王之集修桐狼,danmaku,
5623.52,21:08:26,2021.12.30,54eed8,昨天不是说好了这两天会播吗？,時間狂躁症,danmaku,
5633.94,21:08:36,2021.12.30,58c1de,好家伙,话唠的戏命人,danmaku,
5644.56,21:08:47,2021.12.30,54eed8,qqqwwwqqq,萨拉托加减乘除,danmaku,
5683.29,21:09:26,2021.12.30,ffffff,不可饶恕啊,bbiillllhhhhh,danmaku,
5775.7,21:10:58,2021.12.30,54eed8,2333,哆啦弹幕512,danmaku,
5787.15,21:11:09,2021.12.30,54eed8,0,半夏彡时光,danmaku,
5810.92,21:11:33,2021.12.30,54eed8,不可饶恕啊水无月,风翎挽,danmaku,
5814.01,21:11:36,2021.12.30,54eed8,不可饶恕啊水无月,千神会长,danmaku,
5828.65,21:11:51,2021.12.30,ffffff,怎么还没播,没吃药的中二病,danmaku,
5855.35,21:12:18,2021.12.30,ffffff,这个点还不开，应该无了,bbiillllhhhhh,danmaku,
5893.77,21:12:56,2021.12.30,54eed8,今天不播明天跨年？,時間狂躁症,danmaku,
5948.44,21:13:51,2021.12.30,ffffff,感觉是明年再见了,bbiillllhhhhh,danmaku,
6331.5,21:20:14,2021.12.30,ffffff,现在还不播那可能就明天吧,婳如梦,danmaku,
6356.18,21:20:38,2021.12.30,58c1de,呜呜呜,吴神故我在,danmaku,
6567.37,21:24:10,2021.12.30,ffffff,打卡,青椒焖紫排,danmaku,
6571.71,21:24:14,2021.12.30,54eed8,明年见？,武君逸風,danmaku,
7169.32,21:34:12,2021.12.30,54eed8,打扰了,就不起正经名,danmaku,
7186.48,21:34:29,2021.12.30,58c1de,2333,上夜の秋夕,danmaku,
7211.4,21:34:54,2021.12.30,ffffff,不可饶恕啊水无月,瓜子蚕豆不能一起吃,danmaku,
7576.24,21:40:59,2021.12.30,58c1de,打卡~,扌览尽风花十,danmaku,
7578.74,21:41:01,2021.12.30,ffffff,打卡,只是不在意了,danmaku,
7648.45,21:42:11,2021.12.30,54eed8,1,嘉人门然起来了,danmaku,
7744.97,21:43:47,2021.12.30,00fffc,颠勺,拆家的二哈,danmaku,
7847.84,21:45:30,2021.12.30,54eed8,(=・ω・=),天际见归舟,danmaku,
7971.27,21:47:34,2021.12.30,54eed8,8点了,D1WGT1G0J,danmaku,
7992.23,21:47:54,2021.12.30,54eed8,1,库洛艾-,danmaku,
8004.95,21:48:07,2021.12.30,54eed8,(●￣(ｴ)￣●),甜到掉牙了吗,danmaku,
8284.19,21:52:46,2021.12.30,54eed8,烦死了,空倓_,danmaku,
8380.42,21:54:23,2021.12.30,54eed8,。,封丰锋,danmaku,
8413.19,21:54:55,2021.12.30,ffffff,打卡,梓川祈,danmaku,
8670.35,21:59:13,2021.12.30,54eed8,打扰了,生如逆旅゜,danmaku,
8777.91,22:01:00,2021.12.30,58c1de,打卡,青冥浩荡不见底_,danmaku,
8785.7,22:01:08,2021.12.30,54eed8,1,投币不如改名字,danmaku,
8805.79,22:01:28,2021.12.30,54eed8,打卡,兔田制酱,danmaku,
8911.16,22:03:13,2021.12.30,58c1de,。,十二水,danmaku,
9304.42,22:09:47,2021.12.30,54eed8,⁄(⁄ ⁄•⁄ω⁄•⁄ ⁄)⁄,AngelinDark,danmaku,
9319.82,22:10:02,2021.12.30,54eed8,1,战斗苦手,danmaku,
9455.0,22:12:17,2021.12.30,58c1de,1,小向ましろ,danmaku,
9690.43,22:16:13,2021.12.30,54eed8,好耶,伊嘉千代女,danmaku,
9813.14,22:18:15,2021.12.30,ffffff,好个屁,无法无天丶灬,danmaku,
9863.17,22:19:05,2021.12.30,58c1de,水姐说今天不播明天陪大家跨年,明天是白色,danmaku,
9890.95,22:19:33,2021.12.30,54eed8,1,秋色楓葉,danmaku,
9993.2,22:21:15,2021.12.30,58c1de,打卡,九秒时停,danmaku,
10045.67,22:22:08,2021.12.30,54eed8,～,芷兰白衣谁知,danmaku,
10272.9,22:25:55,2021.12.30,58c1de,1,六硬币的感觉,danmaku,
11054.72,22:38:58,2021.12.30,54eed8,打卡~,鹏总的千层套路,danmaku,
11080.95,22:39:24,2021.12.30,ffffff,打卡,殇驹,danmaku,
11271.02,22:42:34,2021.12.30,54eed8,1,雨声咲响,danmaku,
11547.11,22:47:09,2021.12.30,54eed8,颠勺,EvolTo_石动惣一,danmaku,
11604.49,22:48:07,2021.12.30,54eed8,qwq,羽灵r,danmaku,
11691.72,22:49:34,2021.12.30,54eed8,1,TangerineZq4E,danmaku,
11727.8,22:50:10,2021.12.30,54eed8,1,不种白菜,danmaku,
11743.05,22:50:25,2021.12.30,ffed4f,，,杰特罗R赫勒,danmaku,
11969.44,22:54:12,2021.12.30,54eed8,1,中野三玖的抹茶苏打水,danmaku,
12021.94,22:55:04,2021.12.30,54eed8,e,Yog-Agh,danmaku,
12023.56,22:55:06,2021.12.30,54eed8,G,衡氏三月,danmaku,
12105.94,22:56:29,2021.12.30,ff6868,可恶啊,可愛いパンツさん,danmaku,
12259.61,22:59:02,2021.12.30,54eed8,1,ChermitD,danmaku,
12287.92,22:59:30,2021.12.30,58c1de,7,冉小璟,danmaku,
12610.03,23:04:53,2021.12.30,54eed8,可恶啊,东凌桑,danmaku,
12891.79,23:09:37,2021.12.30,ffffff,贴贴,绝对光滑真空球形鸡,danmaku,
13491.89,23:19:34,2021.12.30,54eed8,1,听风暖鲸落,danmaku,
13491.89,23:19:34,2021.12.30,ffffff,打卡,卑微鲨鱼,danmaku,
13656.13,23:22:18,2021.12.30,54eed8,ε=ε=(ノ≧∇≦)ノ,火箭重拳CD4秒,danmaku,
13672.24,23:22:35,2021.12.30,ffffff,有点东西,芜湖起飞了bznmsl,danmaku,
14490.62,23:36:13,2021.12.30,ffffff,1,耐磨登山包,danmaku,
14674.02,23:39:16,2021.12.30,54eed8,1,Lucifaa,danmaku,
14829.07,23:41:51,2021.12.30,58c1de,1,克拉伦贝尼亚,danmaku,
14836.86,23:41:59,2021.12.30,54eed8,早,明光独自冷中宵,danmaku,
14955.71,23:43:58,2021.12.30,54eed8,打卡,美团骑手小周,danmaku,
