_content_cmd,_content_data_uname,_content_data_uid,_content_data_total_num,_content_data_send_master,_content_data_ruid,_content_data_r_uname,_content_data_name_color,_content_data_medal_info_anchor_roomid,_content_data_medal_info_anchor_uname,_content_data_medal_info_guard_level,_content_data_medal_info_icon_id,_content_data_medal_info_is_lighted,_content_data_medal_info_medal_color,_content_data_medal_info_medal_color_border,_content_data_medal_info_medal_color_end,_content_data_medal_info_medal_color_start,_content_data_medal_info_medal_level,_content_data_medal_info_medal_name,_content_data_medal_info_special,_content_data_medal_info_target_id,_content_data_is_show,_content_data_gift_num,_content_data_gift_name,_content_data_gift_id,_content_data_dmscore,_content_data_combo_total_coin,_content_data_combo_num,_content_data_combo_id,_content_data_batch_combo_num,_content_data_batch_combo_id,_content_data_action,_msg_type,
COMBO_SEND,水冗C100,11073625,4,None,23920239,小米公司,,0,,0,0,1,6126494,6126494,6126494,6126494,6,米粉,,23920239,1,0,粉丝团灯牌,31164,40,400,4,gift:combo_id:11073625:23920239:31164:1640697466.1556,4,batch:gift:combo_id:11073625:23920239:31164:1640697466.1565,投喂,other,
COMBO_SEND,城墙墨i,86205381,1,None,23920239,小米公司,,0,,0,0,1,6067854,6067854,6067854,6067854,2,米粉,,23920239,1,0,小心心,30607,32,0,1,gift:combo_id:86205381:23920239:30607:1640697483.0518,1,batch:gift:combo_id:86205381:23920239:30607:1640697483.0527,投喂,other,
COMBO_SEND,早_安_打工人,11754453,19,None,23920239,小米公司,,0,,0,0,0,0,0,0,0,0,,,0,1,0,小心心,30607,8,0,19,gift:combo_id:11754453:23920239:30607:1640697481.0228,19,batch:gift:combo_id:11754453:23920239:30607:1640697481.0239,投喂,other,
COMBO_SEND,水冗C100,11073625,2,None,23920239,小米公司,,0,,0,0,1,6126494,6126494,6126494,6126494,6,米粉,,23920239,1,0,打call,31037,40,1000,2,gift:combo_id:11073625:23920239:31037:1640697483.8214,2,batch:gift:combo_id:11073625:23920239:31037:1640697483.8224,投喂,other,
COMBO_SEND,奇迹之歌,34011309,6,None,23920239,小米公司,,0,,0,0,0,6067854,12632256,12632256,12632256,4,粉丝团,,307511728,1,1,铃铛,31175,16,6000,6,gift:combo_id:34011309:23920239:31175:1640697493.7142,6,batch:gift:combo_id:34011309:23920239:31175:1640697493.7151,投喂,other,
COMBO_SEND,对方已拒绝了没,1817636491,20,None,23920239,小米公司,,0,,0,0,1,6067854,6067854,6067854,6067854,2,米粉,,23920239,1,0,粉丝团灯牌,31164,32,2000,20,gift:combo_id:1817636491:23920239:31164:1640697496.1791,20,batch:gift:combo_id:1817636491:23920239:31164:1640697496.1799,投喂,other,
COMBO_SEND,Xzai,90756320,2,None,23920239,小米公司,,0,,0,0,1,6067854,6067854,6067854,6067854,1,米粉,,23920239,1,0,小心心,30607,32,0,2,gift:combo_id:90756320:23920239:30607:1640697505.1394,2,batch:gift:combo_id:90756320:23920239:30607:1640697505.1404,投喂,other,
COMBO_SEND,欧狐狸,87581721,1,None,23920239,小米公司,,0,,0,0,1,6067854,6067854,6067854,6067854,3,米粉,,23920239,1,0,小心心,30607,32,0,1,gift:combo_id:87581721:23920239:30607:1640697509.4906,1,batch:gift:combo_id:87581721:23920239:30607:1640697509.4914,投喂,other,
COMBO_SEND,天使灬噬魂,28688460,4,None,23920239,小米公司,,0,,0,0,1,6067854,6067854,6067854,6067854,4,米粉,,23920239,1,0,小心心,30607,32,0,4,gift:combo_id:28688460:23920239:30607:1640697516.2945,4,batch:gift:combo_id:28688460:23920239:30607:1640697516.2952,投喂,other,
COMBO_SEND,幻夜许,96501125,20,None,23920239,小米公司,,0,,0,0,0,0,0,0,0,0,,,0,1,0,牛哇牛哇,31039,8,2000,20,gift:combo_id:96501125:23920239:31039:1640697507.9762,20,batch:gift:combo_id:96501125:23920239:31039:1640697507.9771,投喂,other,
